city,state,zip,grad year,linfield status,birthday,visit_date,entry_term,entry_type,recruiter_initials,offer_status,temp,recruited,visited_hs,commited_to,high_school,hs_address,hs_city,hs_state,hs_zip,hs_county,final_academic_interest,academic_field,acdemic_interest,position,Pos:  ATH,Pos:  DB,Pos:  DBC,Pos:  DBR,Pos:  DBS,Pos:  DE,Pos:  DL,Pos:  DT,Pos:  FB,Pos:  K,Pos:  LB,Pos:  LBS,Pos:  LBW,Pos:  LS,Pos:  OC,Pos:  OG,Pos:  OL,Pos:  OT,Pos:  P,Pos:  QB,Pos:  RB,Pos:  TE,Pos:  WR,height_feet,height_inches,height_in_inches,weight,rank,gpa,gpa_admissions,app_status,app_decision,app_decision_date,decision date no year,apply_date,apply_date_noyear,admissions_academic interest,linfield_grad_year,team_status,finished_football,id_type,recruited_final
,CA,,2021,,,,,,,,,,,,Granada Hills Charter High Sch,10535 Zelzah Ave,Granada Hills,CA,91344,Los Angeles County,null,null,,"DB, RB",,DB,,,,,,,,,,,,,,,,,,,RB,,,5,10,70,175,4,null,,,,,,,,,null,null,null,recruit,FALSE
Grants Pass,OR,95727,2022,,,1/22/22,,,JS,,Luke,,,,Grants Pass High School,830 Ne 9th St,Grants Pass,OR,97526,Josephine County,null,null,,DL,,,,,,,DL,,,,,,,,,,,,,,,,,6,1,73,250,4,null,,,,,,,,,null,null,null,recruit,TRUE
,CA,,2021,,,,,,,,,,,,Junipero Serra High School,14830 Van Ness Ave,Gardena,CA,90249,Los Angeles County,null,null,,"DB, RB",,DB,,,,,,,,,,,,,,,,,,,RB,,,,,0,,4,null,,,,,,,,,null,null,null,recruit,FALSE
Vacaville,CA,95687,2021,,,,,,,,,,,,Justin Siena High School,4026 Maher St,Napa,CA,94558,Napa County,null,null,,QB,,,,,,,,,,,,,,,,,,,,QB,,,,6,0,72,170,4,null,,,,,,,,,null,null,null,recruit,FALSE
,,,2016,,,,,,,,,,,,Linfield Christian High School,31950 Pauba Rd,Temecula,CA,92592,Riverside County,null,null,,DE,,,,,,DE,,,,,,,,,,,,,,,,,,5,11,71,188,4,null,,,,,,,,,null,null,null,recruit,FALSE
,CA,,2021,,,,,,,,,,,,Mira Costa High School,1401 Artesia Blvd,Manhattan Beach,CA,90266,Los Angeles County,null,null,,"DBC, RB",,,DBC,,,,,,,,,,,,,,,,,,RB,,,5,9,69,160,4,null,,,,,,,,,null,null,null,recruit,FALSE
,,,2023,,,,,,WH,,,,,,Miramonte High School,750 Moraga Way,Orinda,CA,94563,Contra Costa County,null,null,,"RB, WR",,,,,,,,,,,,,,,,,,,,,RB,,WR,5,6,66,155,4,null,,,,,,,,,null,null,null,recruit,FALSE
,,,2023,,,,,,WH,,,,,,Miramonte High School,750 Moraga Way,Orinda,CA,94563,Contra Costa County,null,null,,WR,,,,,,,,,,,,,,,,,,,,,,,WR,6,1,73,175,4,null,,,,,,,,,null,null,null,recruit,FALSE
,,,2023,,,,,,WH,,,,,,Miramonte High School,750 Moraga Way,Orinda,CA,94563,Contra Costa County,null,null,,RB,,,,,,,,,,,,,,,,,,,,,RB,,,5,7,67,150,4,null,,,,,,,,,null,null,null,recruit,FALSE
monrovia,ca,91016,2016,,,,,,,,,,,,Monrovia High School,845 W Colorado Blvd,Monrovia,CA,91016,Los Angeles County,null,null,,"ATH, QB",ATH,,,,,,,,,,,,,,,,,,,QB,,,,5,10,70,173,4,null,,,,,,,,,null,null,null,recruit,FALSE
,CA,,2020,,,,,,,,,,,,Murrieta Valley High School,42200 Nighthawk Way,Murrieta,CA,92562,Riverside County,null,null,,DT,,,,,,,,DT,,,,,,,,,,,,,,,,5,11,71,250,4,null,,,,,,,,,null,null,null,recruit,FALSE
,CA,,2016,,,,,,AB,,,,,,Oceanside,,,CA,,0,null,null,,WR,,,,,,,,,,,,,,,,,,,,,,,WR,5,10,70,150,4,null,,,,,,,,,null,null,null,recruit,FALSE
,CA,,2021,,,,,,,,,,,,Oxnard High School,3400 W Gonzales Rd,Oxnard,CA,93036,Ventura County,null,null,,LB,,,,,,,,,,,LB,,,,,,,,,,,,,5,9,69,195,4,null,,,,,,,,,null,null,null,recruit,FALSE
,CA,,2021,,,,,,,,,,,,Oxnard High School,3400 W Gonzales Rd,Oxnard,CA,93036,Ventura County,null,null,,WR,,,,,,,,,,,,,,,,,,,,,,,WR,,,0,,4,null,,,,,,,,,null,null,null,recruit,FALSE
Los Banos,CA,93635,2017,,,,,,,,,,,,Pacheco High School,200 Ward Rd,Los Banos,CA,93635,Merced County,null,null,,QB,,,,,,,,,,,,,,,,,,,,QB,,,,5,10,70,171,4,null,,,,,,,,,null,null,null,recruit,FALSE
Paso Robles,Ca,93446,2017,,,,,,,,,,,,Paso Robles High School,801 Niblick Rd,Paso Robles,CA,93446,San Luis Obispo County,null,null,,QB,,,,,,,,,,,,,,,,,,,,QB,,,,,,0,137,4,null,,,,,,,,,null,null,null,recruit,FALSE
Elk Grove,CA,95624,2016,,,,,,,,,,,,Pleasant Grove High School,9531 Bond Rd,ELK GROVE,CA,95624,Sacramento County,null,null,,"DE, OL",,,,,,DE,,,,,,,,,,,OL,,,,,,,6,0,72,211,4,null,,,,,,,,,null,null,null,recruit,FALSE
,CA,,2021,,,,,,,,,,,,Rancho Cucamonga High School,11801 Lark Dr,Rancho Cucamonga,CA,91701,San Bernardino County,null,null,,DE,,,,,,DE,,,,,,,,,,,,,,,,,,6,0,72,200,4,null,,,,,,,,,null,null,null,recruit,FALSE
,CA,,2021,,,,,,,,,,,,Rancho Cucamonga High School,11801 Lark Dr,Rancho Cucamonga,CA,91701,San Bernardino County,null,null,,OT,,,,,,,,,,,,,,,,,,OT,,,,,,6,0,72,220,4,null,,,,,,,,,null,null,null,recruit,FALSE
,,,2023,,,,,,WH,,,,,,Redwood High School,395 Doherty Dr,Larkspur,CA,94939,Marin County,null,null,,LB,,,,,,,,,,,LB,,,,,,,,,,,,,,,0,,4,null,,,,,,,,,null,null,null,recruit,FALSE
,CA,,2021,,,,,,,,,,,,Reseda High School,18230 Kittridge St,Reseda,CA,91335,Los Angeles County,null,null,,OG,,,,,,,,,,,,,,,,OG,,,,,,,,,,0,,4,null,,,,,,,,,null,null,null,recruit,FALSE
,CA,,2021,,,,,,,,,,,,Rio Mesa High School,545 Central Ave,Oxnard,CA,93036,Ventura County,null,null,,"DE, LB",,,,,,DE,,,,,LB,,,,,,,,,,,,,6,0,72,170,4,null,,,,,,,,,null,null,null,recruit,FALSE
,CA,,2021,,,,,,,,,,,,Rio Mesa High School,545 Central Ave,Oxnard,CA,93036,Ventura County,null,null,,QB,,,,,,,,,,,,,,,,,,,,QB,,,,5,11,71,210,4,null,,,,,,,,,null,null,null,recruit,FALSE
,CA,,2021,,,,,,AB,,,,,,Rio Mesa High School,545 Central Ave,Oxnard,CA,93036,Ventura County,null,null,,"DBC, WR",,,DBC,,,,,,,,,,,,,,,,,,,,WR,,,0,,4,null,,,,,,,,,null,null,null,recruit,FALSE
,CA,,2018,,,,,,AB,,,No,TRUE,,Roseville High School,1 Tiger Way,Roseville,CA,95678,Placer County,null,null,,"DE, LB",,,,,,DE,,,,,LB,,,,,,,,,,,,,6,2,74,200,4,null,,,,,,,,,null,null,null,recruit,FALSE
,CA,,2021,,,,,,,,,,,,Royal High School,1402 Royal Ave,Simi Valley,CA,93065,Ventura County,null,null,,QB,,,,,,,,,,,,,,,,,,,,QB,,,,6,2,74,180,4,null,,,,,,,,,null,null,null,recruit,FALSE
,CA,,2022,,,,,,AB,,,,,,Sacramento High School,2315 34th St,Sacramento,CA,95817,Sacramento County,null,null,,"DBS, LB",,,,,DBS,,,,,,LB,,,,,,,,,,,,,,,0,,4,null,,,,,,,,,null,null,null,recruit,FALSE
,,,2015,,,,,,GM,,,,,,Sacred Heart Preparatory Sch,150 Valparaiso Ave,Atherton,CA,94027,San Mateo County,null,null,,RB,,,,,,,,,,,,,,,,,,,,,RB,,,,,0,,4,null,,,,,,,,,null,null,null,recruit,FALSE
,CA,,2021,,,,,,,,,,,,Saint Francis High School,200 Foothill Blvd,La Canada,CA,91011,Los Angeles County,null,null,,LB,,,,,,,,,,,LB,,,,,,,,,,,,,6,1,73,210,4,null,,,,,,,,,null,null,null,recruit,FALSE
,CA,,2021,,,,,,,,,,,,Santa Barbara Senior High Scho,700 East Anapamu St,Santa Barbara,CA,93103,Santa Barbara County,null,null,,WR,,,,,,,,,,,,,,,,,,,,,,,WR,6,0,72,180,4,null,,,,,,,,,null,null,null,recruit,FALSE
,CA,,2021,,,,,,,,,,,,Santa Barbara Senior High Scho,700 East Anapamu St,Santa Barbara,CA,93103,Santa Barbara County,null,null,,"K, LB, P, RB",,,,,,,,,,K,LB,,,,,,,,P,,RB,,,5,10,70,175,4,null,,,,,,,,,null,null,null,recruit,FALSE
Redding,Ca,96001,2016,,,,,,,,,,,,Shasta High School,2500 Eureka Way,Redding,CA,96001,Shasta County,null,null,,QB,,,,,,,,,,,,,,,,,,,,QB,,,,,,0,,4,null,,,,,,,,,null,null,null,recruit,FALSE
,,,2023,,,,,,WH,,,,,,Tamalpais High School,700 Miller Ave,Mill Valley,CA,94941,Marin County,null,null,,"DL, OL",,,,,,,DL,,,,,,,,,,OL,,,,,,,,,0,,4,null,,,,,,,,,null,null,null,recruit,FALSE
Bradley,Ca,93426,2016,,,,,,,,,,,,Templeton High School,1200 Main Street,Templeton,CA,93465,San Luis Obispo County,null,null,,QB,,,,,,,,,,,,,,,,,,,,QB,,,,5,10,70,171,4,null,,,,,,,,,null,null,null,recruit,FALSE
,CA,,2021,,,,,,,,,,,,Thousand Oaks High School,2323 N Moorpark Rd,Thousand Oaks,CA,91360,Ventura County,null,null,,RB,,,,,,,,,,,,,,,,,,,,,RB,,,5,10,70,160,4,null,,,,,,,,,null,null,null,recruit,FALSE
Valley Springs,Ca,95252,2017,,,,,,,,,,,,Tokay High School,1111 W Century Blvd,Lodi,CA,95240,San Joaquin County,null,null,,LB,,,,,,,,,,,LB,,,,,,,,,,,,,6,2,74,206,4,null,,,,,,,,,null,null,null,recruit,FALSE
,CA,,2021,,,,,,,,,,,,Upland High School,565 West 11th Street,Upland,CA,91786,San Bernardino County,null,null,,OC,,,,,,,,,,,,,,,OC,,,,,,,,,5,11,71,285,4,null,,,,,,,,,null,null,null,recruit,FALSE
Stevenson Ranch,CA,91381,2016,,,,,,,,,,,,West Ranch High School,26255 Valencia Blvd,Valencia,CA,91381,Los Angeles County,null,null,,QB,,,,,,,,,,,,,,,,,,,,QB,,,,6,1,73,205,4,null,,,,,,,,,null,null,null,recruit,FALSE
,CA,,2021,,,,,,,,Cold,,,,West Ranch High School,26255 Valencia Blvd,Valencia,CA,91381,Los Angeles County,null,null,,DT,,,,,,,,DT,,,,,,,,,,,,,,,,5,11,71,255,4,null,,,,,,,,,null,null,null,recruit,FALSE
,CA,,2021,,,,,,,,,,,,West Ranch High School,26255 Valencia Blvd,Valencia,CA,91381,Los Angeles County,null,null,,LB,,,,,,,,,,,LB,,,,,,,,,,,,,,,0,,4,null,,,,,,,,,null,null,null,recruit,FALSE
,CA,,2021,,,,,,,,,,,,William J Pete Knight High Sch,37423 70th St E,Palmdale,CA,93552,Los Angeles County,null,null,,DB,,DB,,,,,,,,,,,,,,,,,,,,,,6,0,72,155,4,null,,,,,,,,,null,null,null,recruit,FALSE
Roseville,Ca,95747,2017,,,,,,,,,,,,Woodcreek High School,2551 Woodcreek Oaks Blvd,Roseville,CA,95747,Placer County,null,null,,"DBS, QB",,,,,DBS,,,,,,,,,,,,,,,QB,,,,5,9,69,151,4,null,,,,,,,,,null,null,null,recruit,FALSE
Kamuela,HI,96743,2017,,7/8/98,,,,,,,,,,Hawaii Preparatory Academy,65-1692 Kohala Mountain Road,Kamuela,HI,96743,Hawaii County,null,null,,DBC,,,DBC,,,,,,,,,,,,,,,,,,,,,,,0,,4,null,,,,,,,,,null,null,null,recruit,FALSE
Kailua-Koma,HI,96740,2018,,,,,,,,,,,,Kealakehe high school,74-5000 PUOHULIHULI STREET,Kailua Kona,HI,96722,Kauai County,null,null,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,70,180,4,null,,,,,,,,,null,null,null,recruit,FALSE
Kihei,HI,96753,2018,,9/12/00,,,,,,,,TRUE,,Maui High School,660 Lono Ave,Kahului,HI,96732,Maui County,null,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,4,null,,,,,,,,,null,null,null,recruit,FALSE
Honolulu,HI,96815,2017,,4/17/99,,,,,,,,,,Roosevelt High School,1120 Nehoa St,Honolulu,HI,96822,Honolulu County,null,null,,OC,,,,,,,,,,,,,,,OC,,,,,,,,,5,10,70,240,4,null,,,,,,,,,null,null,null,recruit,FALSE
,ID,,2021,,,,,,AB,,,,,,Capital High School,8055 W Goddard Rd,Boise,ID,83704,Ada County,null,null,,OG,,,,,,,,,,,,,,,,OG,,,,,,,,6,1,73,245,4,null,,,,,,,,,null,null,null,recruit,FALSE
,,,2017,,,,,,,,,,,,Coeur D Alene Sr High School,5530 N 4th St,Coeur D Alene,ID,83815,Kootenai County,null,null,,DE,,,,,,DE,,,,,,,,,,,,,,,,,,6,4,76,210,4,null,,,,,,,,,null,null,null,recruit,FALSE
,WA,,2022,,,11/13/21,,,AB,,,,,,Marysville Getchell High School,8301 84th St Ne,Marysville,WA,98270,Snohomish County,Undecided,Undecided,,"DB, LB, RB",,DB,,,,,,,,,LB,,,,,,,,,,RB,,,5,11,71,180,4,null,,,,,,,,Undecided,null,null,null,recruit,TRUE
,,,2023,,,,,,BE,,,,,,Mountain View High School,2000 S Millenium Way,Meridian,ID,83642,Ada County,null,null,,WR,,,,,,,,,,,,,,,,,,,,,,,WR,5,10,70,175,4,null,,,,,,,,,null,null,null,recruit,FALSE
,ID,,2023,,,,,,AB,,,,,,Mountain View High School,2000 S Millenium Way,Meridian,ID,83642,Ada County,null,null,,LB,,,,,,,,,,,LB,,,,,,,,,,,,,5,10,70,185,4,null,,,,,,,,,null,null,null,recruit,FALSE
,ID,,2021,,,,,,AB,,,,,,Nampa High School,203 Lake Lowell Ave,Nampa,ID,83686,Canyon County,null,null,,"DB, WR",,DB,,,,,,,,,,,,,,,,,,,,,WR,6,1,73,160,4,null,,,,,,,,,null,null,null,recruit,FALSE
,ID,,2022,,,,,,AB,,,,,,Nampa High School,203 Lake Lowell Ave,Nampa,ID,83686,Canyon County,null,null,,"DB, WR",,DB,,,,,,,,,,,,,,,,,,,,,WR,5,8,68,145,4,null,,,,,,,,,null,null,null,recruit,FALSE
,ID,,2022,,,,,,AB,,,,,,Snake River High School,922 W Highway 39,Blackfoot,ID,83221,Bingham County,null,null,,"RB, WR",,,,,,,,,,,,,,,,,,,,,RB,,WR,5,9,69,185,4,null,,,,,,,,,null,null,null,recruit,FALSE
Delhi,CA,95315,2017,,,,,,,,,,,,Delhi High School,413 Main Street,Delhi,LA,71232,Richland Parish,null,null,,"DBC, QB",,,DBC,,,,,,,,,,,,,,,,,QB,,,,5,9,69,164,4,null,,,,,,,,,null,null,null,recruit,FALSE
Delhi,CA,95315,2017,,,,,,,,,,,,Delhi High School,413 Main Street,Delhi,LA,71232,Richland Parish,null,null,,"DBC, QB",,,DBC,,,,,,,,,,,,,,,,,QB,,,,5,8,68,151,4,null,,,,,,,,,null,null,null,recruit,FALSE
Clovis,CA,93611,2018,,,,,,PR,,,,,,Buchanan High School,401 W Chicago St,Buchanan,MI,49107,Berrien County,null,null,,"DE, OT",,,,,,DE,,,,,,,,,,,,OT,,,,,,6,0,72,202,4,null,,,,,,,,,null,null,null,recruit,FALSE
,,,2016,,,,,,,,,,,,Kingston High School,10047 Diamond Rd,Cadet,MO,63630,Washington County,null,null,,DE,,,,,,DE,,,,,,,,,,,,,,,,,,,,0,,4,null,,,,,,,,,null,null,null,recruit,FALSE
,NV,,2022,,,,,,,,,,,,Faith Lutheran High School,2015 Hualapai Way,Las Vegas,NV,89117,Clark County,null,null,,"DB, WR",,DB,,,,,,,,,,,,,,,,,,,,,WR,5,10,70,175,4,null,,,,,,,,,null,null,null,recruit,FALSE
Reno,NV,89509,2016,,,,,,,,,,,,Reno High School,395 Booth Street,Reno,NV,89509,Washoe County,null,null,,DBS,,,,,DBS,,,,,,,,,,,,,,,,,,,5,11,71,175,4,null,,,,,,,,,null,null,null,recruit,FALSE
Discovery Bay,Ca,94505,2017,,,,,,,,,,,,Liberty High School,1 Leopard Way,Youngstown,OH,44505,Mahoning County,null,null,,QB,,,,,,,,,,,,,,,,,,,,QB,,,,5,10,70,167,4,null,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2021,,,,,,JS,,,,TRUE,,Beaverton High School,13000 Sw 2nd St,Beaverton,OR,97005,Washington County,null,null,,LB,,,,,,,,,,,LB,,,,,,,,,,,,,,,0,,4,null,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2022,,,,,,JS,,,,,,Centennial High School,3505 Se 182nd Ave,Gresham,OR,97030,Multnomah County,null,null,,"DB, WR",,DB,,,,,,,,,,,,,,,,,,,,,WR,5,10,70,160,4,null,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2016,,,,,,,,,,,,Century High School,2000 Se Century Blvd,HILLSBORO,OR,97123,Washington County,null,null,,"DL, OL",,,,,,,DL,,,,,,,,,,OL,,,,,,,6,1,73,195,4,null,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2022,,,,,,JS,,,,,,Century High School,2000 Se Century Blvd,HILLSBORO,OR,97123,Washington County,null,null,,"DB, WR",,DB,,,,,,,,,,,,,,,,,,,,,WR,,,0,,4,null,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2022,,,,,,JS,,,,,,Century High School,2000 Se Century Blvd,HILLSBORO,OR,97123,Washington County,null,null,,"DB, WR",,DB,,,,,,,,,,,,,,,,,,,,,WR,,,0,,4,null,,,,,,,,,null,null,null,recruit,FALSE
,ID,,2022,,,,,,AB,,,,,,Century High School,2000 Se Century Blvd,HILLSBORO,OR,97123,Washington County,null,null,,QB,,,,,,,,,,,,,,,,,,,,QB,,,,5,8,68,150,4,null,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2015,,,,,,,,,,,,Crater High School,4410 North Rogue Valley Boulev,Central Point,OR,97502,Jackson County,null,null,,OG,,,,,,,,,,,,,,,,OG,,,,,,,,,,0,,4,null,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2019,,,,,,JS,,,,,,Forest Grove High School,1401 Nichols Ln,Forest Grove,OR,97116,Washington County,null,null,,"LB, OL",,,,,,,,,,,LB,,,,,,OL,,,,,,,,,0,,4,null,,,,,,,,,null,null,null,recruit,FALSE
Grants Pass,OR,97527,2022,,,,,,JS,,,,,,Grants Pass High School,830 Ne 9th St,Grants Pass,OR,97526,Josephine County,null,null,,LB,,,,,,,,,,,LB,,,,,,,,,,,,,6,0,72,210,4,null,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2021,,,,,,JS,,,,,,Gresham High School,1200 N Main Ave,Gresham,OR,97030,Multnomah County,null,null,,RB,,,,,,,,,,,,,,,,,,,,,RB,,,,,0,,4,null,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2022,,,,,,JS,,,,,,Gresham High School,1200 N Main Ave,Gresham,OR,97030,Multnomah County,null,null,,QB,,,,,,,,,,,,,,,,,,,,QB,,,,,,0,,4,null,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2018,,,,,,JS,,,No,,,Henley High School,8245 Highway 39,Klamath Falls,OR,97603,Klamath County,null,null,,"DBS, QB",,,,,DBS,,,,,,,,,,,,,,,QB,,,,6,1,73,170,4,null,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2018,,,,,,JS,,,No,,,Henley High School,8245 Highway 39,Klamath Falls,OR,97603,Klamath County,null,null,,"LB, RB",,,,,,,,,,,LB,,,,,,,,,,RB,,,5,11,71,220,4,null,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2019,,,,,,,,,,,,Illinois Valley High School,625 E River St,Cave Junction,OR,97523,Josephine County,null,null,,"DBS, QB, WR",,,,,DBS,,,,,,,,,,,,,,,QB,,,WR,,,0,,4,null,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2021,,,,,,GM,,,,,,John F Kennedy High School,890 E Marquam St,Mount Angel,OR,97362,Marion County,null,null,,DB,,DB,,,,,,,,,,,,,,,,,,,,,,5,6,66,155,4,null,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2018,,,,,,JS,,,No,TRUE,,Lakeridge High School,1235 Overlook Dr,Lake Oswego,OR,97034,Clackamas County,null,null,,"DT, LS",,,,,,,,DT,,,,,,LS,,,,,,,,,,,,0,,4,null,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2022,,,,,,JS,,,,,,Liberty High School,21945 Nw Wagon Way,Hillsboro,OR,97124,Washington County,null,null,,QB,,,,,,,,,,,,,,,,,,,,QB,,,,6,2,74,170,4,null,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2022,,,,,,JS,,Cold,,,,Madison High School,2735 Ne 82nd Ave,Portland,OR,97220,Multnomah County,null,null,,OT,,,,,,,,,,,,,,,,,,OT,,,,,,6,1,73,275,4,null,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2021,,,,,,JS,,,,,,Madras High School,390 Se 10th St,Madras,OR,97741,Jefferson County,null,null,,WR,,,,,,,,,,,,,,,,,,,,,,,WR,,,0,,4,null,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2022,,,,,,JS,,,,,,Madras High School,390 Se 10th St,Madras,OR,97741,Jefferson County,null,null,,OL,,,,,,,,,,,,,,,,,OL,,,,,,,6,1,73,250,4,null,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2016,,,,,,,,,,,,Marist High School,1900 Kingsley Rd,Eugene,OR,97401,Lane County,null,null,,"DE, OT",,,,,,DE,,,,,,,,,,,,OT,,,,,,6,3,75,240,4,null,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2016,,,,,,,,,,,,Marist High School,1900 Kingsley Rd,Eugene,OR,97401,Lane County,null,null,,DB,,DB,,,,,,,,,,,,,,,,,,,,,,5,10,70,185,4,null,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2022,,,,,,JS,,,,,,Marshfield Senior High School,S 10th & Ingersoll St,Coos Bay,OR,97420,Coos County,null,null,,"DBS, LB, RB",,,,,DBS,,,,,,LB,,,,,,,,,,RB,,,5,10,70,175,4,null,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2018,,,,,,GM,,,,,,Newport High School,322 Ne Eads St,Newport,OR,97365,Lincoln County,null,null,,"OL, QB, RB",,,,,,,,,,,,,,,,,OL,,,QB,RB,,,5,11,71,150,4,null,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2021,,,,,,JS,,,,,,North Bend High School,2323 Pacific St,North Bend,OR,97459,Coos County,null,null,,"LB, QB",,,,,,,,,,,LB,,,,,,,,,QB,,,,,,0,,4,null,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2022,,,,,,JS,,Cold,,,,North Valley High School,6741 Monument Drive,Grants Pass,OR,97526,Josephine County,null,null,,"DE, OT",,,,,,DE,,,,,,,,,,,,OT,,,,,,6,4,76,230,4,null,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2018,,,,,,JS,,,No,,,Oregon City High School,19761 S Beavercreek Rd,Oregon City,OR,97045,Clackamas County,null,null,,"DT, OL",,,,,,,,DT,,,,,,,,,OL,,,,,,,,,0,,4,null,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2022,,,,,,JS,,,,,,Redmond High School,675 Sw Rimrock Way,Redmond,OR,97756,Deschutes County,null,null,,DBR,,,,DBR,,,,,,,,,,,,,,,,,,,,6,0,72,175,4,null,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2016,,,,,,,,,,,,Reynolds High School,1698 Sw Cherry Park Rd,Troutdale,OR,97060,Multnomah County,null,null,,"QB, WR",,,,,,,,,,,,,,,,,,,,QB,,,WR,6,2,74,190,4,null,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2020,,,,,,BE,,,,,,Sam Barlow High School,5105 Se 302nd Ave,Gresham,OR,97080,Multnomah County,null,null,,LB,,,,,,,,,,,LB,,,,,,,,,,,,,6,0,72,195,4,null,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2022,1 of 3,,,,,PR,,Luke,,,,Silverton High School,1456 Pine St,Silverton,OR,97381,Marion County,null,null,,"DB, WR",,DB,,,,,,,,,,,,,,,,,,,,,WR,,,0,,4,null,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2021,,,,,,JS,,,,,,South Eugene High School,400 E 19th Ave,Eugene,OR,97401,Lane County,null,null,,RB,,,,,,,,,,,,,,,,,,,,,RB,,,5,11,71,160,4,null,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2022,,,,,,JS,,,,,,Summit High School,2855 Nw Clearwater Dr,Bend,OR,97701,Deschutes County,null,null,,LB,,,,,,,,,,,LB,,,,,,,,,,,,,5,11,71,195,4,null,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2018,,,,,,JS,,,,TRUE,,West Albany High School,1130 Queen Ave Sw,Albany,OR,97321,Linn County,null,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,4,null,,,,,,,,,null,null,null,recruit,FALSE
West Linn,OR,,2017,,,,,,JS,,,,,,West Linn High School,5464 W A St,West Linn,OR,97068,Clackamas County,null,null,,WR,,,,,,,,,,,,,,,,,,,,,,,WR,,,0,,4,null,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2019,,,,,,JS;  JV,,,,,,Westview High School,4200 Nw 185th Ave,Portland,OR,97229,Washington County,null,null,,DE,,,,,,DE,,,,,,,,,,,,,,,,,,5,11,71,220,4,null,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2022,,,,,,JS,,,,,,Winston Churchill High School,1850 Bailey Hill Rd,Eugene,OR,97405,Lane County,null,null,,LB,,,,,,,,,,,LB,,,,,,,,,,,,,,,0,,4,null,,,,,,,,,null,null,null,recruit,FALSE
Coronado,CA,92118,2017,,,,,,,,,,,,Coronado High School,100 Champions Pl,El Paso,TX,79912,El Paso County,null,null,,"LB, QB",,,,,,,,,,,LB,,,,,,,,,QB,,,,,,0,,4,null,,,,,,,,,null,null,null,recruit,FALSE
,TX,,2020,,,,,,,,,,,,Red Oak High School,220 S State Highway 342,Red Oak,TX,75154,Ellis County,null,null,,LB,,,,,,,,,,,LB,,,,,,,,,,,,,5,11,71,195,4,null,,,,,,,,,null,null,null,recruit,FALSE
,TX,,2020,,,,,,BE,,,,,,Vidor High School,500 Orange Street,Vidor,TX,77662,Orange County,null,null,,"DBS, LB",,,,,DBS,,,,,,LB,,,,,,,,,,,,,6,2,74,220,4,null,,,,,,,,,null,null,null,recruit,FALSE
Herriman,UT,84096,2021,,3/23/03,,,,,,,,,,Mountain Ridge High School,14100 Sentinel Ridge Blvd.,Herriman,UT,84096,Salt Lake County,null,null,,"ATH, DB, WR",ATH,DB,,,,,,,,,,,,,,,,,,,,,WR,6,3,75,180,4,null,,,,,,,,,null,null,null,recruit,FALSE
,UT,,2015,,,,,,,,,,,,Union High School,,Roosevelt,UT,84066,Duchesne County,null,null,,OT,,,,,,,,,,,,,,,,,,OT,,,,,,6,0,72,260,4,null,,,,,,,,,null,null,null,recruit,FALSE
Prosser,WA,99350,2019,,9/14/00,,,,,,,,,,Prosser Senior High School,1203 Prosser Ave,Prosser,WA,99350,Benton County,null,null,,"K, P, WR",,,,,,,,,,K,,,,,,,,,P,,,,WR,5,11,71,170,4,null,,,,,,,,,null,null,null,recruit,FALSE
